Project ID,Project Status,Project Name,Street Number ,Street Name,Street Type,Zip Code,Block,Lot,Supervisor District,City Analysis Neighborhood,Planning Neighborhood,Lead Agency,Program Area,Project Area,Project Type,Housing Tenure,SSP Acquisition Date,Issuance of Notice to Proceed,Issuance of Building Permit,Issuance of First Construction Document,Estimated/Actual Construction Start Date,Estimated Construction Completion,Project Lead Sponsor,Project Co-Sponsor,Project Owner,Planning  Case Number,Property Informaiton Map Link,Planning Entitlements,Entitlement Approval,Section 415 Declaration,Building Permit Number,Project Units,Affordable Units,Market Rate Units,% Affordable,SRO Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,5+ bd Units,Mobility Units,Manager Units,Manager Unit(s) Type,Family Units,Senior Units,TAY Units,Homeless Units,Disabled Units,LOSP Units,Public Housing Replacement Units,20% AMI,30% AMI,40% AMi,50% AMI,55% AMI,60% AMI,80% AMI,90% AMI,100% AMI,105% AMI,110% AMI,120% AMI,130% AMI,150% AMI,AMI Undeclared,Latitude,Longitude,Location
2016-078,(6) Complete,2600 Harrison,2600,Harrison,St,94110,3639,115-134 (20 parcels),9,Mission,Mission,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,12/29/2017,,06/29/2018,09/19/2019,Toby Morris,,,2014.0503,http://propertymap.sfplanning.org/?search=2014.0503,"2014.0503E,2014.0503ENX,2014.0503PPA,2014.0503U",08/11/2016,Fee Payment,201501236483,19,,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.75537821,-122.4124064,"(37.755378211, -122.412406392999)"
2018-010a,(5) First Construction Document Issued,South Park Scattered Sites - Gran Oriente Filipino,106,South Park,St,94107,3775,58,6,Financial District/South Beach,South of Market,MOHCD,Bond Financed Multifamily Housing,,Rehabilitation,Rental,06/08/2018,07/01/2020,,,07/01/2020,03/01/2022,Mission Housing Development Corporation,,Mission Housing Development Corporation,Not Applicable,,,,,,22,22,,100,22,,,,,,,4,,,,,,,,,,,,,,,,22,,,,,,,,,37.78171497,-122.3944031,"(37.78171497, -122.394403055999)"
2000-016,(2) Predevelopment Feasibility,Derek Silva Community,20,Franklin,St,94102,836,10,5,Hayes Valley,Downtown/Civic Center,MOHCD,Bond Financed Multifamily Housing,,Rehabilitation,Rental,,04/01/2021,,,04/01/2021,10/01/2022,Mercy Housing California,,,Not Yet Available,,,,,,68,68,,100,,36,27,5,,,,,,,,,,,68,,,61,7,,,,,,,,,,,,,,37.774498,-122.420698,"(37.774498, -122.420698)"
2016-126,(3) Design with Entitlements Approved,CPN-Block 2a,,Address not yet assigned,,94124,,,10,Bayview Hunters Point,Bayview,OCII,Limited Equity Program,HP Shipyard Phase 2,New Construction,Ownership,,07/01/2023,,,07/01/2023,12/22/2024,,,,Not Applicable,,,03/20/2018,,,130,7,123,5,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,7,,,,37.7154215,-122.3856277,"(37.715421496, -122.385627685999)"
2019-019,(5) First Construction Document Issued,Bristol (201 Macalla Rd),400,Bristol,Ct,94130,8954,201,6,Treasure Island,Treasure Island/YBI,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,06/10/2019,11/21/2019,11/21/2019,01/14/2022,,,,2007.0903,http://propertymap.sfplanning.org/?search=2007.0903,,05/22/2019,On-site BMR Project,201808137195,124,14,110,11,,2,6,5,1,,,,,,14,,,,,,,,,,,,,3,,,,8,,3,,,37.811966,-122.364461,"(37.811966, -122.364461)"
2018-034,(3) Design with Entitlements Approved,650 Divisadero,650,Divisadero,St,94117,1202,002B,5,Hayes Valley,Western Addition,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,07/01/2023,,,11/27/2020,01/21/2023,"Divco Group, LLC",,,2013.1037,http://propertymap.sfplanning.org/?search=2013.1037,,11/29/2018,On-site BMR Project,,66,9,57,14,,2,2,3,2,,,,,,9,,,,,,,,,,,9,,,,,,,,,,,37.77574182,-122.4375878,"(37.775741818, -122.437587842999)"
2013-013,(6) Complete,468 Clementina,468,Clementina,St,94103,3732,747-759 (14 parcels),6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,10/23/2013,03/20/2014,03/20/2014,07/20/2016,,,,2005.0424,http://propertymap.sfplanning.org/?search=2005.0424,"2005.0424E,2005.0424K,2005.0424Q,2005.0424S,2005.0424V",07/26/2013,Fee Payment,200507208144,13,,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77977322,-122.4055863,"(37.779773217, -122.405586336999)"
2016-086,(4) Site Work Permit Issued,"Block 48, Phase 4 (Blocks D, E, Q)",989,Oakdale,Ave,94124,4591D,,10,Bayview Hunters Point,Bayview,OCII,Limited Equity Program,HP Shipyard Phase 1,New Construction,Ownership,,12/01/2022,10/05/2020,,12/01/2022,05/01/2024,,,,Not Applicable,,,03/03/2015,,201604144797,73,10,63,14,,,6,4,,,,,,,10,,,,,,,,,,,,,10,,,,,,,,,37.7279746,-122.3779937,"(37.727974604, -122.377993663999)"
2018-042,(6) Complete,3280 17th,3280,17th,St,94110,3570,20,9,Mission,Mission,MOHCD,Small Sites Program,,Rehabilitation,Rental,01/03/2018,06/11/2018,,,06/11/2018,07/01/2019,Mission Economic Development Agency,,"MEDA Small Properties, LLC",Not Applicable,,,,,,11,11,,100,,7,4,,,,,,,,11,,,,,,,,,,,,,11,,,,,,,,,37.76367396,-122.4192107,"(37.763673964, -122.419210730999)"
1990-004,(5) First Construction Document Issued,Ritz Hotel,216,Eddy,St,94102,332,3,6,Tenderloin,Downtown/Civic Center,MOHCD,Bond Financed Multifamily Housing,,Rehabilitation,Rental,,09/02/2021,,,09/02/2021,08/30/2022,Tenderloin Neighborhood Development Corporation,,,,,,,,,89,89,,100,89,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,37.78418,-122.411049,"(37.78418, -122.411049)"
2016-114,(5) First Construction Document Issued,950 Market,950,Market,St,94102,342,1,6,Tenderloin,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,12/14/2017,04/08/2019,04/08/2019,06/01/2021,,,,2013.1049,http://propertymap.sfplanning.org/?search=2013.1049,"2013.1049C,2013.1049E,2013.1049K,2013.1049MCM,2013.1049PCA,2013.1049U,2013.1049V,2013.1049X",11/17/2016,Land Dedication,201602089004,242,,242,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.78308083,-122.4099688,"(37.783080835, -122.409968809999)"
2020-027,(2) Predevelopment Feasibility,2550 Irving,2550,Irving,St,94122,1724,38,4,Sunset/Parkside,Outer Sunset,MOHCD,Multifamily Rental Program,,New Construction,Rental,,04/30/2023,,,04/30/2023,11/15/2024,Tenderloin Neighborhood Development Corporation,,,Not Yet Available,,,,,,90,89,1,99,,9,33,24,23,,,,,,89,,,37,,22,,22,,24,15,,10,18,,,,,,,,,37.76327,-122.48517,"(37.76327, -122.48517)"
2006-021c,(6) Complete,Hunters View Phase IIB (Block 10),901,Fairfax,Ave,94124,4624,"052, 053",10,Bayview Hunters Point,Bayview,MOHCD,HOPE SF,,New Construction,Rental,,11/15/2015,08/25/2015,12/09/2015,12/09/2015,12/06/2017,John Stewart Company,Devine & Gong / Ridgepoint,"HV Partners Block 10, LP",2009.1075,http://propertymap.sfplanning.org/?search=2009.1075,2009.1075F,06/12/2008,,,72,71,1,99,,,38,,31,,2,,1,3bd,71,,,,,,54,,,,71,,,,,,,,,,,,37.7352256,-122.3807594,"(37.735225603, -122.380759443999)"
2016-084,(4) Site Work Permit Issued,2675 Folsom,2675,Folsom,St,94110,3639,"006, 007",9,Mission,Mission,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,12/07/2018,,06/07/2019,07/31/2021,Muhammad A. Nadhiri,,,2014-000601PRJ,http://propertymap.sfplanning.org/?search=2014-000601PRJ,"2014-000601CUA,2014-000601ENX,2014-000601PPA",09/22/2016,On-site BMR Project,201607283625,117,19,98,16,,4,8,7,,,,,,,19,,,,,,,,,,,19,,,,,,,,,,,37.75466318,-122.4138137,"(37.754663184, -122.413813723999)"
2013-041,(6) Complete,Westside Courts,2501,Sutter,St,94115,1075,1,5,Japantown,Western Addition,MOHCD,Rental Assistance Demonstration Program (RAD),,Rehabilitation,Rental,10/14/2016,11/07/2016,06/15/2016,11/09/2016,11/09/2016,04/18/2019,Related California,Tabernacle Community Development Corp,"Westide Courts Housing Partners, LP",2015-015999PRJ,http://propertymap.sfplanning.org/?search=2015-015999PRJ,,,,"201511051898, 201511051899, 201511051900, 201511051901, 201511051902, 201511051905",135,134,1,99,,,83,23,20,8,,,1,2bd,134,,,,,,,,,,134,,,,,,,,,,,,37.78446642,-122.4422658,"(37.784466425, -122.442265761999)"
1990-009,(2) Predevelopment Feasibility,Senator Residence,519,Ellis,St,94102,334,"028, 028A",6,Tenderloin,Downtown/Civic Center,MOHCD,Multifamily Rental Program,,Rehabilitation,Rental,,,,,,,Community Housing Partnership,,,Not Applicable,,,,,,89,89,,100,71,,18,,,,,,,,89,,,89,,,,,,,89,,,,,,,,,,,,37.78431639,-122.4148612,"(37.784316395, -122.414861156999)"
2011-001,(6) Complete,280 Beale (Transbay Block 6),280,Beale,St,94104,3738,17,6,Financial District/South Beach,Financial District,OCII,Multifamily Rental Program,Transbay,New Construction,Rental,,05/14/2014,08/28/2013,02/20/2014,02/20/2014,02/09/2017,Mercy Housing California,,"Mercy Housing California 62, LP",Not Applicable,,,,,201304023626,70,69,1,99,,,55,14,,,,,1,1bd,69,,,,,,,,,,69,,,,,,,,,,,,37.78859747,-122.393485,"(37.788597465, -122.393485004999)"
2014-005,(6) Complete,832 Sutter,832,Sutter,St,94109,281,3,3,Nob Hill,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,11/26/2014,01/28/2015,01/28/2015,09/16/2016,Ed and Margaret Duffy,,,2007.0392,http://propertymap.sfplanning.org/?search=2007.0392,"2007.0392C,2007.0392E,2007.0392E_3,2007.0392K,2007.0392V",02/27/2014,On-site BMR Project,201406138386,20,2,18,10,,,,2,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,37.78880085,-122.4142039,"(37.788800855, -122.414203852999)"
2017-008,(3) Design with Entitlements Approved,667 Folsom,667,Folsom,St,94107,3750,81,6,Financial District/South Beach,Financial District,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,,,01/04/2019,02/27/2021,"Reuben, Junius & Rose, LLP",,,2015-002604PRJ,http://propertymap.sfplanning.org/?search=2015-002604PRJ,"2015-002604ENV,2015-002604ENX,2015-002604PPA",01/05/2017,Fee Payment,,230,,230,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.78417715,-122.3977683,"(37.784177151, -122.397768308999)"
2016-055,(6) Complete,2000-2070 Bryant,2000,Bryant,St,94110,4022,27,9,Mission,Mission,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,07/27/2017,01/25/2018,01/25/2018,12/22/2020,Nick Podell Company,,,2013.0677,http://propertymap.sfplanning.org/?search=2013.0677,"2013.0677APL,2013.0677CND,2013.0677CUA,2013.0677E,2013.0677E_3,2013.0677LLA,2013.0677PPA,2013.0677U,2013.0677X",05/19/2016,"On-site BMR Project, Land Dedication",201406239109,199,3,196,2,,1,1,1,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,37.76119425,-122.4105517,"(37.761194253, -122.410551745999)"
2018-015,(3) Design with Entitlements Approved,255 Shipley St,255,Shipley,St,94107,3753,70,6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,,,08/21/2020,10/15/2022,"Reuben, Junius & Rose, LLP",,,2016-012030PRJ,http://propertymap.sfplanning.org/?search=2016-012030PRJ,"2016-012030ENV,2016-012030ENX,2016-012030PPA",08/23/2018,On-site BMR Project,,24,3,21,13,,2,,1,,,,,,,3,,,,,,,,,,,3,,,,,,,,,,,37.77866213,-122.4038131,"(37.778662131, -122.403813121999)"
2021-017,(3) Design with Entitlements Approved,4716 & 4722 Mission,4716-4722,Mission,St,94112,6955,"014, 015",11,Outer Mission,Outer Mission,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,,,07/21/2023,09/13/2025,Tortilla Flats LLC,,,2018-002625PRJ,,,07/22/2021,On-site BMR Project,,24,3,21,13,,,2,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,37.72282,-122.43643,"(37.72282, -122.43643)"
2013-030,(6) Complete,Holly Courts,100,Appleton,Ave,94110,5714,1,9,Bernal Heights,Bernal Heights,MOHCD,Rental Assistance Demonstration Program (RAD),,Rehabilitation,Rental,11/20/2015,12/01/2015,11/23/2015,,12/01/2015,09/27/2017,BRIDGE Housing Corporation,Bernal Heights Neighborhood Center,"Holly Courts Housing Associates, LP",2015-004552PRJ,http://propertymap.sfplanning.org/?search=2015-004552PRJ,,,,"201504022626, 201504022634, 201504022635, 201504022636, 201504022637, 201504022638, 201504022639, 201504022640, 201504022641, 201504022642",118,117,1,99,,,48,59,10,,,6,1,2bd,117,,,,,,,,,,117,,,,,,,,,,,,37.73771387,-122.4222239,"(37.737713874, -122.422223878999)"
2019-014,(2) Predevelopment Feasibility,Laguna Honda Hospital Senior Housing,375,Laguna Honda,Blvd,94131,2842,7,7,Twin Peaks,Twin Peaks,MOHCD,Multifamily Rental Program,,New Construction,Rental,,01/02/2023,,,01/02/2023,09/01/2025,Mercy Housing California,,"Mercy Housing California 103, L.P.",Not Yet Available,,,,,,200,198,2,99,,128,68,2,,,,,2,2bd,,198,,40,,40,,,40,,158,,,,,,,,,,,,37.748917,-122.457,"(37.748917, -122.457)"
2008-006,(6) Complete,95 Laguna,95,Laguna,St,94102,857,7,8,Hayes Valley,Western Addition,MOHCD,Multifamily Rental Program,,New Construction,Rental,,10/05/2017,05/27/2016,06/23/2017,06/23/2017,07/02/2020,Mercy Housing California,Openhouse,"Laguna Senior Housing, LP",2015-009145PRJ,http://propertymap.sfplanning.org/?search=2015-009145PRJ,,08/16/2012,,201507060668,79,78,1,99,,40,36,2,,,,8,1,2bd,,78,,15,,,,,,,78,,,,,,,,,,,,37.77169713,-122.4261466,"(37.771697127, -122.426146640999)"
2015-051,(6) Complete,568-570 Natoma,568-570,Natoma,St,94103,3726,74,6,South of Market,South of Market,MOHCD,Small Sites Program,,Rehabilitation,Rental,04/01/2016,11/15/2017,,,11/15/2017,06/15/2018,San Francisco Community Land Trust,,San Francisco Community Land Trust,Not Applicable,,,,,,5,5,,100,,,5,,,,,1,,,5,,,,,,,,,,,,,5,,,,,,,,,37.77906238,-122.4093845,"(37.779062382, -122.409384514999)"
2018-036,(3) Design with Entitlements Approved,1052-1060 Folsom,1052,Folsom,St,94103,3731,87,6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,07/01/2023,,,12/18/2020,02/11/2023,"Golden Properties, LLC",,,2016-004905PRJ,http://propertymap.sfplanning.org/?search=2016-004905PRJ,,12/20/2018,On-site BMR Project,,59,14,45,24,,,6,8,,,,,,,14,,,,,,,,,,,10,,2,,,,2,,,,,37.77770056,-122.4072002,"(37.777700558, -122.407200186999)"
2015-028,(5) First Construction Document Issued,1546-1564 Market  & 55 Oak,1546-1564,Market,St,94102,836,6,5,Hayes Valley,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,11/02/2016,06/12/2017,06/12/2017,08/06/2019,TUP Market LLC/Trumark Urban,,,2012.0877,http://propertymap.sfplanning.org/?search=2012.0877,"2012.0877CUA,2012.0877CUA-02,2012.0877E,2012.0877E_3,2012.0877E_5,2012.0877U,2012.0877VAR,2012.0877X,2012.0877X_3",06/25/2015,On-site BMR Project,201311222657,109,13,96,12,,1,9,3,,,,,,,13,,,,,,,,,,,,,,13,,,,,,,,37.77496521,-122.4201769,"(37.774965213, -122.420176872999)"
2018-019,(4) Site Work Permit Issued,450 O'Farrell St,450,O'Farrell,St,94102,317,"007, 009, 011",6,Tenderloin,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,05/13/2020,,11/11/2020,01/05/2023,450 O'Farrell Partners LLC,,,2013.1535,http://propertymap.sfplanning.org/?search=2013.1535,"2013.1535CUA,2013.1535ENV,2013.1535PPA,2013.1535SHD,2013.1535TDM,2013.1535U",09/13/2018,On-site BMR Project,201810294361,176,23,153,13,,5,9,9,,,,,,,23,,,,,,,,,,,23,,,,,,,,,,,37.7861498,-122.4125283,"(37.786149804, -122.412528304999)"
2012-009,(6) Complete,"Pacific Pointe (HPSY I, Block 49)",350,Friedell,St,94106,4591C,103,10,Bayview Hunters Point,Bayview,OCII,OCII Inclusionary Rental Program,HP Shipyard Phase 1,New Construction,Rental,,,08/21/2014,11/20/2014,11/20/2014,07/01/2016,Amcal,Young Community Developers,"Amcal Pacific Point Fund, LP",Not Applicable,,,,,201312275134,60,59,1,98,,,27,20,12,,,,1,2bd,59,,,,,,,,,,59,,,,,,,,,,,,37.727755,-122.3707621,"(37.727754996, -122.370762146999)"
2016-118,(5) First Construction Document Issued,950 Tennessee,950,Tennessee,St,94107,4107,001B,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,06/08/2018,11/05/2018,11/05/2018,09/02/2020,Will Mollard,,,2014.1434,http://propertymap.sfplanning.org/?search=2014.1434,"2014.1434COA,2014.1434ENV,2014.1434ENX,2014.1434PPA,2014.1434U",12/15/2016,Fee Payment,201712015291,103,,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.75974758,-122.3898821,"(37.759747579, -122.389882082999)"
2020-040,(3) Design with Entitlements Approved,725 Jamestown,725,Jamestown,Ave,94124,4991,276,10,Bayview Hunters Point,Bayview,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,,,07/23/2022,07/23/2022,"J. Abrams Law, P.C.",,Strata Jamestown Venture LLC,2019-002743PRJ,,,07/24/2020,On-site BMR Project,,122,22,100,18,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,37.71544,-122.38945,"(37.71544, -122.38945)"
2020-022,(6) Complete,1353 Stevenson,1353,Stevenson,St,94103,3513,47,6,Mission,South of Market,MOHCD,Small Sites Program,,Rehabilitation,Rental,07/30/2020,,,,,,Mission Economic Development Agency,,"MEDA Small Properties, LLC",Not Applicable,,,,,,7,7,,100,,,1,6,,,,1,,,7,,,,,,,,,,,,1,3,,3,,,,,,,37.77071,-122.42146,"(37.77071, -122.42146)"
2011-033,(6) Complete,38 Harriet,38,Harriet,St,94103,3731,243,6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,09/20/2011,01/31/2012,01/31/2012,02/20/2013,,,,2010.0128,http://propertymap.sfplanning.org/?search=2010.0128,"2010.0128E,2010.0128E_3,2010.0128K,2010.0128S",04/21/2011,Exempt Project,201006295585,23,5,18,22,5,,,,,,,,,,5,,,,,,,,,,,5,,,,,,,,,,,37.77863118,-122.407127,"(37.7786311813566, -122.407126999932)"
2018-052d,(2) Predevelopment Feasibility,SFHA Scattered Sites - Noe,363,Noe,St,94114,3564,70,8,Castro/Upper Market,Castro/Upper Market,MOHCD,Bond Financed Multifamily Housing,,Rehabilitation,Rental,,02/14/2022,,,02/14/2022,03/05/2023,Mission Housing Development Corporation,,San Francisco Housing Authority until transfer to MHDC affiliated L.P.,Not Applicable,,,,,,22,21,1,95,,19,2,,,,,,1,1bd,,21,,,,,,,,,21,,,,,,,,,,,,37.76317,-122.43296,"(37.76317, -122.43296)"
2014-034,(6) Complete,3420 18th,3420,18th,St,94110,3576,178-194 (18 parcels),9,Mission,Mission,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,05/08/2015,06/11/2015,06/11/2015,03/29/2018,Sternberg Benjamin Architects,,,2012.1572,http://propertymap.sfplanning.org/?search=2012.1572,"2012.1572E,2012.1572E_3,2012.1572PPA,2012.1572U,2012.1572V",12/16/2014,Fee Payment,201311041054,16,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.76200425,-122.4199861,"(37.762004248, -122.419986073999)"
2016-013,(3) Design with Entitlements Approved,1567 California St,1567,California,St,94109,645,"14, 14A, 15",3,Nob Hill,Nob Hill,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,,,02/11/2022,04/06/2024,Southern Land Global LLC,,Southern Land Global LLC,2018-011249PRJ,http://propertymap.sfplanning.org/?search=2018-011249PRJ,,02/13/2020,"On-site BMR Project, Fee Payment",,100,11,89,11,,2,3,4,2,,,,,,11,,,,,,,,,,5,2,,2,,,,2,,,,,37.7904,-122.42006,"(37.7904, -122.42006)"
2019-012,(6) Complete,3544 Taraval St,3544,Taraval,St,94116,2374,20,4,Sunset/Parkside,Parkside,MOHCD,Small Sites Program,,Rehabilitation,Rental,09/19/2019,11/01/2019,,,11/01/2019,07/10/2020,Mission Economic Development Agency,,"MEDA Small Properties, LLC",Not Applicable,,,,,,6,6,,100,,,,6,,,,,,,6,,,,,,,,,,,,,6,,,,,,,,,37.741959,-122.504328,"(37.741959, -122.504328)"
2012-014,(6) Complete,1050 Valencia,1050-1058,Valencia,St,94110,3617,122-134 (13 parcels),8,Mission,Mission,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,07/17/2013,02/12/2015,02/12/2015,03/27/2017,Shizvo Holdings Trust,,,2012.0723,http://propertymap.sfplanning.org/?search=2012.0723,2012.0723D,09/06/2012,Fee Payment,201012277437,12,,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.75594399,-122.4213177,"(37.755943989, -122.421317650999)"
2016-124,(4) Site Work Permit Issued,300/350 Octavia (Parcel M & N),300,Octavia,St,94102,832,"092, 094",5,Hayes Valley,Western Addition,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,,,10/16/2018,12/09/2020,DDG 235 Valencia Realty LLC,,,2014-002330PRJ,http://propertymap.sfplanning.org/?search=2014-002330PRJ,,10/17/2016,On-site BMR Project,"200810013162, 200810013158",24,3,21,13,,2,1,,,,,,,,3,,,,,,,,,,,3,,,,,,,,,,,37.77530848,-122.424082,"(37.775308478, -122.424082001999)"
2019-035,(3) Design with Entitlements Approved,344 14th St,344,14th,St,94103,3532,13,9,Mission,Mission,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,,,07/23/2021,09/16/2023,"MM Stevenson, LLC",,"MM Stevenson, LLC",2014.0948,http://propertymap.sfplanning.org/?search=2014.0948,,07/25/2019,On-site BMR Project,,62,8,54,13,,,3,5,,,,,,,8,,,,,,,,,,5,,,1,,,,2,,,,,37.76846,-122.42109,"(37.76846, -122.42109)"
2016-064,(4) Site Work Permit Issued,2435-2445 16th,2345-2445,16th,St,94110,3965,52,9,Mission,Mission,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,12/05/2018,,06/05/2019,07/29/2021,Steve Vettel,,,2014.1201,http://propertymap.sfplanning.org/?search=2014.1201,"2014.1201ENV,2014.1201ENX,2014.1201PPA,2014.1201SHD,2014.1201U",06/23/2016,On-site BMR Project,201512316248,53,8,45,15,,,4,3,1,,,,,,8,,,,,,,,,,,,,,8,,,,,,,,37.76532087,-122.41112,"(37.765320874, -122.411119975999)"
2008-003,(6) Complete,Vera Haile Senior Housing,129,Golden Gate,Ave,94102,349,"021, 022",6,Tenderloin,Downtown/Civic Center,MOHCD,Multifamily Rental Program,,New Construction,Rental,,08/23/2012,08/24/2011,08/10/2012,08/10/2012,11/05/2014,Mercy Housing California,,Mercy Housing California 50,2005.0869,http://propertymap.sfplanning.org/?search=2005.0869,"2005.0869C,2005.0869C_3,2005.0869E,2005.0869E_3,2005.0869E_5,2005.0869K,2005.0869K_3,2005.0869S,2005.0869V",03/17/2011,,201012156753,90,89,1,99,,43,46,,,,,9,1,2bd,,89,,18,,3,,,,,89,,,,,,,,,,,,37.78178715,-122.4125426,"(37.781787153, -122.412542636999)"
2016-043,(6) Complete,2782-2786 24th,2782-2786,24th,St,94110,4210,19,9,Mission,Mission,MOHCD,Multifamily Rental Program,,Rehabilitation,Rental,,09/01/2018,07/13/2018,,09/01/2018,02/01/2019,Mission Housing Development Corporation,,Mission Housing Development Corporation,Not Applicable,,,,,201708114562,3,3,,100,,,1,,2,,,,,,3,,,,,,,,,,1,,2,,,,,,,,,,37.7531017,-122.4078919,"(37.753101704, -122.407891868999)"
2006-003,(6) Complete,340 Fremont,340-350,Fremont,St,94105,3748,390,6,Financial District/South Beach,Financial District,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,11/08/2013,04/23/2014,04/23/2014,03/13/2017,Jackson Pacific Ventures/Archstone Smith,,,2004.0552,http://propertymap.sfplanning.org/?search=2004.0552,"2004.0552E,2004.0552K,2004.0552V,2004.0552X",06/08/2006,Fee Payment,"201208036505, 200509193271",348,,348,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.78706681,-122.3929768,"(37.787066809, -122.392976799999)"
2015-061,(6) Complete,1178 Folsom,1178,Folsom,St,94103,3730,"023, 024",6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,07/18/2016,12/21/2017,12/21/2017,08/12/2021,Transworld Construction,,,2012.1553,http://propertymap.sfplanning.org/?search=2012.1553,"2012.1553C, 2012.1553E, 2012.1553IKA, 2012.1553U, 2012.1553V",03/26/2015,Fee Payment,201508265383,42,,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77568992,-122.4097739,"(37.77568992, -122.409773879999)"
2013-045,(6) Complete,Ping Yuen North,848-856,Pacific,Ave,94133,160,30,3,Chinatown,Chinatown,MOHCD,Rental Assistance Demonstration Program (RAD),,Rehabilitation,Rental,10/13/2016,11/30/2016,05/03/2016,10/18/2016,10/18/2016,10/01/2019,Chinatown Community Development Center,,"North Ping Yuen, LP",2015-011574PRJ,http://propertymap.sfplanning.org/?search=2015-011574PRJ,"2015-011574ENV,2015-011574VAR",,,201510190132,200,199,1,100,,46,32,,22,,,9,1,2bd,199,,,,,,,,,,199,,,,,,,,,,,,37.79699664,-122.4094054,"(37.796996643, -122.409405351999)"
2016-100,(1) Preliminary Phase,"HPSY II-CP, Block 4B",,Address not yet assigned,,94124,,,10,Bayview Hunters Point,Bayview,OCII,Multifamily Rental Program,Candlestick Point,New Construction,Unknown,,06/30/2029,,,06/30/2029,12/22/1930,Developer not yet selected,,Developer not yet selected,Not Applicable,,,,,,90,89,1,99,,,,,,,,,1,,89,,,,,,,,,,,,,,,,,,,,,89,37.72873834,-122.3658935,"(37.72873834, -122.365893461999)"
2017-013,(6) Complete,1411 Florida Street,1411,Florida,St,94110,4336,15,9,Mission,Mission,MOHCD,Small Sites Program,,Rehabilitation,Rental,05/24/2017,01/25/2018,,,01/25/2018,09/29/2018,Mission Economic Development Agency,,"MEDA Small Properties, LLC",Not Applicable,,,,,,7,7,,100,,,,6,,,,,,,7,,,,,,,,,,,,,7,,,,,,,,,37.74921335,-122.4095405,"(37.749213349, -122.409540453999)"
2014-016,(6) Complete,The Martin,2051,3rd,St,94107,3994,84,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,06/10/2015,12/30/2015,12/30/2015,03/21/2018,Raintree 2015 Third Street LLC,,,2010.0726,http://propertymap.sfplanning.org/?search=2010.0726,"2010.0726E,2010.0726E_3,2010.0726K,2010.0726LLA,2010.0726U,2010.0726X",06/05/2014,On-site BMR Project,201406279814,93,12,81,13,,4,3,5,,,,,,,12,,,,,,,,,,,12,,,,,,,,,,,37.76373469,-122.3883059,"(37.7637346920371, -122.388305886171)"
